net_id,std_nr
6230350,10018409
6230385,10018433
6230431,10018492
6230490,10018549
6230547,10018603
6230563,10018638
6230571,10018646
6033865,10018689
6230679,10018727
6230687,10018735
6230806,10018859
6230822,10018875
6230938,10018972
6230962,10019006
6230970,10019014
6231098,10019146
6231195,10019235
6030750,10019278
6231241,10019294
6231276,10019316
6231306,10019340
6231322,10019367
6231349,10019383
6231357,10019391
6231373,10019413
6231438,10019464
6075517,10019480
6231462,10019499
6231519,10019545
6231586,10019626
6231683,10019723
6231721,10019774
6231799,10019839
6231837,10019871
6232647,10019936
6232736,10020004
6232744,10020012
6232906,10020187
6233031,10020314
6233325,10020608
6233406,10020675
6233449,10020713
6233546,10020802
6233562,10020829
6233570,10020837
6233619,10020888
6233643,10020926
6233813,10021094
6233910,10021183
6233937,10021205
6233953,10021221
6233961,10021248
6235085,10021965
6235093,10021973
6235174,10022066
6235190,10022082
6235255,10022147
6235263,10022155
6235425,10022317
6235891,10022783
6235972,10022864
6236847,10023070
6236871,10023100
6236936,10023143
6237010,10023232
6237045,10023267
6238076,10024298
6238084,10024301
6238173,10024409
6238181,10024417
6240194,10024662
6240232,10024700
6083315,10024751
6240291,10024778
6240305,10024786
6240364,10024832
6240429,10024891
6240461,10024948
6240577,10025030
6240666,10025138
6240690,10025162
6241034,10025383
6241190,10025545
6241336,10025596
6241387,10025650
6241425,10025693
6241514,10025782
6241611,10025820
6241646,10025847
6241689,10025898
6241786,10025995
6241832,10026045
6241891,10026126
6242383,10026282
6242456,10026347
6242626,10026517
6242707,10026606
6242774,10026665
6242863,10026770
6243576,10027009
6247733,10031189
6247776,10031219
6247997,10031448
6248306,10031758
6250874,10034323
6250890,10034358
6250912,10034374
6250963,10034420
6251064,10034528
6251080,10034544
6251730,10034803
6251765,10034846
6251838,10034897
6251846,10034900
6251889,10034943
6252125,10035192
6252133,10035206
6252176,10035230
6252184,10035249
6252451,10035524
6253539,10035656
6253598,10035702
6253644,10035745
6253687,10035796
6253849,10035966
6253911,10036024
6255388,10037500
6256791,10038906
6265138,10047247
6265154,10047263
6265448,10047565
6265502,10047646
6265553,10047697
6265588,10047719
6265677,10047808
6265685,10047816
6265715,10047840
6265898,10048014
6265936,10048049
6266010,10048146
6266029,10048154
6266150,10048278
6266215,10048332
6266274,10048383
6266452,10048553
6266460,10048561
6266509,10048626
6267270,10049398
6267319,10049444
6267394,10049517
6267459,10049584
6267491,10049622
6267505,10049630
6268226,10049711
6268315,10049819
6268358,10049843
6268420,10049924
6268439,10049932
6268552,10050035
6268609,10050094
6268641,10050132
6268692,10050175
6268749,10050221
6268870,10050345
6270026,10051503
6270581,10052070
6270611,10052097
6270719,10052194
6270727,10052208
6270875,10052356
6270921,10052402
6271030,10052526
6271391,10052887
6271502,10052992
6271510,10053018
6271553,10053050
6271588,10053077
6272223,10053247
6272266,10053271
6272622,10053654
6272657,10053689
6272665,10053697
6272673,10053700
6272754,10053778
6272770,10053794
6272819,10053832
6272843,10053867
6272851,10053875
6273467,10054103
6273904,10054537
6274005,10054642
6275230,10055819
6275443,10055924
6084427,10055975
6275559,10056025
6275710,10056181
6276091,10056238
6276113,10056254
6276172,10056300
6276253,10056394
6031137,10056750
6276687,10056807
6276709,10056823
6276830,10056890
6276911,10056963
6277101,10057153
6308538,10057463
6308546,10057471
6134823,10057501
6308694,10057668
6308767,10057730
6308775,10057749
6308783,10057757
6308163,10058516
6309143,10058702
6309186,10058737
6309275,10058842
6309488,10059059
6309526,10059083
6047726,10059105
6309569,10059148
6309607,10059180
6309631,10059210
6309658,10059229
6309925,10059431
6310028,10059539
6310036,10059547
6310087,10059601
6310109,10059636
6310273,10059806
6310338,10059849
6310990,10060235
6311210,10060502
6311229,10060510
6311237,10060529
6311326,10060618
6311393,10060685
6311431,10060723
6311490,10060782
6311504,10060790
6311547,10060839
6311628,10060901
6311776,10061053
6311784,10061061
6312071,10061363
6312098,10061371
6076416,10061436
6312241,10061568
6312268,10061576
6312314,10061622
6312373,10061681
6312381,10061703
6312543,10061851
6312632,10061940
6312713,10062025
6312756,10062068
6312926,10062254
6313264,10062629
6313345,10062726
6376304,10062769
6313418,10062777
6313434,10062793
6313531,10062912
6313558,10062920
6313647,10063048
6313973,10063374
6313981,10063382
6314163,10063560
6314228,10063609
6314244,10063625
6315178,10064567
6315437,10064842
6317170,10066578
6037992,10067329
6317960,10067388
6318029,10067450
6318096,10067515
6323294,10068201
6323332,10068252
6323359,10068279
6323537,10068465
6323553,10068481
6323618,10068546
6323707,10068635
6323820,10068759
6323839,10068767
6323871,10068805
6323901,10068821
6323928,10068848
6323944,10068864
6357644,10068872
6323987,10068902
6324665,10069089
6324738,10069143
6324746,10069151
6324770,10069194
6044433,10069216
6324797,10069224
6324800,10069232
6324843,10069275
6324916,10069348
6324932,10069364
6325017,10069445
6325025,10069453
6325084,10069534
6325149,10069593
6325173,10069623
6325335,10069771
6325343,10069798
6325378,10069836
6325386,10069852
6325556,10070036
6325564,10070044
6325602,10070087
6325629,10070109
6325815,10070311
6325858,10070354
6325866,10070362
6325874,10070370
6325882,10070389
6325904,10070400
6325920,10070427
6325955,10070451
6326013,10070516
6326021,10070524
6138926,10070591
6326226,10070710
6326293,10070796
6326358,10070850
6326420,10070923
6326668,10071156
6326811,10071318
6326838,10071326
6326870,10071369
6326900,10071393
6326943,10071431
6327001,10071490
6327052,10071539
6327133,10071644
6327184,10071687
6142192,10071695
6327230,10071741
6327273,10071792
6327303,10071814
6327478,10071989
6327540,10072055
6327559,10072063
6327591,10072128
6327605,10072136
6327729,10072268
6328075,10072632
6328083,10072640
6328261,10072845
6172598,10072950
6329152,10073248
6329179,10073264
6329217,10073302
6329225,10073329
6329284,10073388
6329349,10073450
6329454,10073558
6329462,10073566
6329497,10073604
6329500,10073612
6329527,10073647
6329535,10073655
6329659,10073787
6329667,10073795
6329675,10073809
6329713,10073841
6329748,10073876
6329756,10073884
6329772,10073914
6330029,10074171
6330037,10074198
6330045,10074201
6330053,10074228
6330061,10074236
6330088,10074244
6372988,10074422
6330282,10074430
6330401,10074562
6330584,10074732
6330711,10074864
6332099,10075038
6332110,10075054
6332285,10075216
6332382,10075305
6332404,10075321
6332463,10075399
6332498,10075410
6332579,10075496
6332617,10075542
6333346,10076255
6333400,10076344
6333427,10076360
6333567,10076506
6333699,10076646
6333710,10076662
6333729,10076670
6333869,10076816
6333885,10076832
6333923,10076875
6333974,10076913
6333982,10076921
6334024,10076972
6334091,10077049
6334113,10077065
6334601,10077367
6334644,10077391
6334679,10077421
6334865,10077642
6334946,10077715
6335004,10077790
6335063,10077855
6335071,10077863
6335128,10077901
6335233,10078029
6335241,10078037
6335268,10078045
6118216,10078193
6335497,10078304
6335543,10078355
6335667,10078487
6335756,10078576
6335772,10078592
6335950,10078770
6335977,10078797
6336132,10078843
6336159,10078878
6336175,10078908
6336272,10078991
6336442,10079157
6336485,10079203
6336531,10079262
6336574,10079297
6336620,10079351
6336728,10079440
6336736,10079459
6336795,10079513
6336825,10079556
6336876,10079599
6336965,10079696
6337198,10079858
6337317,10079971
6337384,10080058
6337422,10080090
6337554,10080228
6337619,10080287
6337724,10080422
6337767,10080465
6337961,10080686
6084036,10080716
6338054,10080767
6338070,10080783
6338100,10080813
6338143,10080864
6338151,10080872
6338216,10080929
6338534,10081038
6338569,10081062
6338852,10081348
6338860,10081356
6338909,10081399
6338917,10081402
6338933,10081429
6338941,10081437
6339026,10081518
6339255,10081755
6339417,10081925
6339433,10081941
6339468,10081984
6339506,10082042
6339514,10082050
6339557,10082115
6339700,10082255
6339794,10082360
6339808,10082379
6340040,10082654
6340180,10082816
6340261,10082891
6340318,10082921
6344216,10083057
6344224,10083065
6344259,10083103
6344275,10083138
6344313,10083170
6344348,10083197
6344372,10083227
6344380,10083235
6344526,10083367
6344615,10083464
6344712,10083553
6344747,10083596
6344763,10083626
6345077,10083936
6345123,10083987
6345158,10084002
6345166,10084010
6345239,10084118
6345344,10084207
6345514,10084398
6345565,10084452
6345581,10084479
6345611,10084495
6345654,10084525
6345670,10084541
6345700,10084584
6345727,10084606
6345751,10084630
6345794,10084665
6345832,10084711
6345859,10084746
6346057,10084940
6346065,10084959
6346162,10085033
6346189,10085068
6346200,10085084
6346243,10085122
6346286,10085157
6346308,10085173
6346316,10085181
6346340,10085238
6346375,10085262
6346448,10085327
6346472,10085351
6346480,10085378
6346510,10085408
6346537,10085424
6346561,10085459
6346596,10085475
6346642,10085513
6346669,10085548
6347037,10085912
6347223,10086102
6347304,10086188
6347614,10086374
6347622,10086382
7716885,10086420
6347770,10086544
6347827,10086595
6347878,10086641
6347924,10086714
6347932,10086722
6347959,10086749
6347983,10086773
6348297,10087125
6348335,10087176
6348793,10087621
6348912,10087745
6348920,10087753
6349013,10087869
6349080,10087923
6349110,10087966
6349226,10088059
6349234,10088067
6349277,10088105
6349331,10088172
6349358,10088180
6349498,10088334
6349544,10088377
6349552,10088385
6349579,10088407
6349625,10088466
6349862,10088687
6349897,10088717
6143148,10088733
6350003,10088830
6350011,10088849
6350038,10088857
6350127,10088962
6350178,10089004
6350232,10089063
6350399,10089233
6350569,10089403
6350623,10089470
6350658,10089497
6351395,10090029
6351867,10090509
6351883,10090525
6352030,10090681
6352111,10090770
6352170,10090827
6352219,10090878
6352510,10091203
6352529,10091211
6352537,10091238
6352626,10091300
6352790,10091475
9902376,10091688
6353207,10091920
6353274,10091998
6353355,10092080
6353363,10092099
6353371,10092102
6353444,10092161
6353592,10092323
6353770,10092536
6353827,10092587
6353916,10092676
6353983,10092749
6354017,10092773
6354173,10092943
6354289,10093052
6354602,10093419
6354637,10093443
6354785,10093591
6354998,10093818
6355005,10093826
6355145,10093966
6355188,10093990
6355234,10094032
6355285,10094083
6355439,10094237
6355625,10094423
6355714,10094520
6355757,10094563
6355897,10094717
6355927,10094741
6356079,10094881
6356192,10095012
6356214,10095039
6356265,10095098
6356303,10095136
6356621,10095462
6356656,10095489
6356796,10095624
6357105,10095942
6357113,10095950
6357148,10095977
6357156,10095985
6357164,10095993
6357229,10096051
6357288,10096116
6357660,10096124
6357679,10096183
6372996,10096213
6381960,10096248
6357814,10096515
6357938,10096620
6358039,10096744
6369898,10096833
6358136,10096841
6358152,10096876
6358241,10096973
6358268,10096981
6358284,10097015
6358381,10097120
6358446,10097163
6358489,10097236
6358551,10097317
6358691,10097457
6358799,10097562
6358888,10097651
6358918,10097686
6359019,10097791
6359280,10098097
6359337,10098143
6359353,10098178
6359388,10098194
6359426,10098224
6359442,10098240
6359515,10098321
6359620,10098437
6359647,10098453
6359809,10098615
6360165,10098984
6360211,10099034
6360327,10099131
6360335,10099166
6360343,10099174
6360394,10099212
6360408,10099220
6360475,10099301
6360513,10099352
6360548,10099387
6360572,10099417
6360629,10099476
6360696,10099530
6360866,10099719
6360874,10099727
6360971,10099832
6361005,10099859
6361056,10099891
6362176,10100814
6362222,10100865
6362370,10101020
6362516,10101179
6362559,10101217
6362567,10101225
6362702,10101373
6362745,10101438
6362753,10101446
6362966,10101640
6363016,10101691
6363121,10101829
6363296,10101993
6363350,10102043
6081738,10102159
6363466,10102167
6363474,10102175
6363512,10102213
6363679,10102361
6363695,10102396
6363717,10102426
6363733,10102442
6363857,10102574
6363873,10102590
6364101,10102825
6364136,10102841
6364179,10102892
6364225,10102949
6364365,10103090
6364403,10103120
6364640,10103384
6364659,10103392
6364683,10103422
6364888,10103627
6365000,10103740
6365019,10103759
6365116,10103856
6365205,10103953
6365612,10104380
6365906,10104682
6365922,10104704
6366201,10104992
6366228,10105018
6366244,10105042
6366252,10105050
6366295,10105093
6366333,10105131
6366430,10105239
6366503,10105301
6366554,10105352
6366716,10105522
6366724,10105530
6077196,10105611
6366864,10105697
6139299,10105743
6366910,10105751
6366988,10105824
6367070,10105921
6367240,10106111
6367283,10106162
6367348,10106219
6367526,10106391
6367585,10106464
6367674,10106545
6367836,10106707
6368522,10107436
6368697,10107592
6167144,10107630
6368956,10107762
6368980,10107800
6369189,10108025
6369243,10108092
6369286,10108122
6369367,10108211
6369375,10108238
6369901,10108246
6380042,10108254
6369421,10108289
6369537,10108394
6369561,10108424
6369707,10108556
6369731,10108580
6369820,10108696
6369855,10108734
6370160,10109013
6370233,10109099
6370306,10109153
6370497,10109358
6370519,10109374
6370578,10109420
6370616,10109471
6370861,10109757
6370888,10109765
6371140,10110046
6371191,10110097
6371213,10110127
6371299,10110208
6371388,10110283
6371582,10110496
6371604,10110526
6371655,10110577
6371663,10110585
6371701,10110615
6371728,10110623
6371973,10110895
6372074,10110992
6372147,10111085
6372228,10111158
6372236,10111166
6372287,10111212
6372740,10111697
6372775,10111727
6372821,10111786
6372864,10111816
6372899,10111840
6373046,10111964
6373062,10111980
6373232,10112162
6373283,10112219
6373305,10112235
6373496,10112413
6373518,10112421
6373615,10112545
6373844,10112774
6373925,10112855
6075444,10112928
6374301,10112979
6374085,10113037
6374107,10113053
6374174,10113150
6374271,10113266
6374328,10113290
6374344,10113312
6374476,10113452
6374492,10113487
6374549,10113533
6374662,10113657
6374670,10113665
6374719,10113711
6374743,10113754
6374956,10113975
6374980,10114017
6375022,10114068
6375049,10114084
6375200,10114246
6375332,10114386
6375413,10114467
6375847,10114890
6376126,10115161
6376193,10115250
6376215,10115277
6376282,10115358
6376355,10115420
6376479,10115544
6376894,10115951
6376940,10116028
6376975,10116052
6376991,10116079
6377262,10116362
6378072,10117210
6378501,10117660
6378676,10117849
6378749,10117938
6378781,10117989
6378811,10118004
6378978,10118179
6378986,10118187
6379168,10118365
6379176,10118373
6082394,10118462
6379397,10118608
6379826,10119035
6380123,10119337
6380166,10119388
6380425,10119647
6144691,10119949
6380794,10120041
6380832,10120092
6381227,10120505
6381448,10120750
6381596,10120904
6381901,10121226
6382010,10121315
6382029,10121331
6382053,10121374
6053912,10121528
6382231,10121560
6382304,10121625
6382541,10121897
6382738,10122079
6382746,10122087
6382940,10122281
6382975,10122338
6383041,10122400
6383254,10122591
6383289,10122648
6383297,10122656
6383602,10122990
6383777,10123148
6383874,10123253
6384102,10123512
6384242,10123636
6384358,10123741
6384471,10123873
6384560,10123962
6384676,10124063
6384684,10124071
6384765,10124187
6384838,10124233
6384927,10124349
6385036,10124454
6385052,10124470
6385192,10124616
6385206,10124624
6385257,10124675
6385419,10124799
6385737,10125132
6385885,10125272
6386326,10125728
6386792,10126201
6386881,10126309
6387012,10126422
6387071,10126473
6387098,10126481
6387128,10126538
6387578,10127011
6388019,10127402
6388795,10128255
6389651,10129162
6389821,10129332
6390218,10129731
6390633,10130195
6390722,10130292
6390978,10130462
6391109,10130470
6390994,10130489
6391192,10130667
6391540,10131019
6216102,10131256
6257372,10134379
6344097,10136223
6394485,10137300
6398545,10141707
6398928,10142002
6399525,10142622
6401228,10143262
6402445,10144501
6402720,10144765
6403026,10145044
6403344,10145362
6403921,10145931
6404065,10146083
6132499,10147993
6406173,10148159
6406432,10148388
6409334,10151222
6410790,10152733
6087191,10154981
6416756,10158596
6417604,10159444
6420176,10162011
6420222,10162089
6420605,10162437
6421229,10163107
6421342,10163166
6421911,10163735
6422926,10164715
6429335,10171088
6429416,10171169
6430147,10171908
6430155,10171916
6434592,10176306
6436269,10177973
6470742,10212736
6481612,10235302
6482058,10235744
6482066,10235752
6482139,10235825
6482147,10235833
6482155,10235841
6482201,10235892
6484360,10238050
6484379,10238069
6484387,10238077
6484395,10238085
6484417,10238107
6484425,10238115
6484433,10238123
6484441,10238131
6484476,10238166
6484484,10238174
6484492,10238182
6484506,10238190
6484514,10238204
6484522,10238212
6487785,10241477
103727681,10372768
